,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Total_Stops,Price,Duration_Hours,Duration_Min,Day_Of_Journey,Month_Of_Journey,Dep_hour,Dep_min,Arrival_hour,Arrival_min
6690,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14781,12,10,9,5,16,30,4,40
6691,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9535,13,0,6,3,20,15,9,15
6692,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2050,1,20,3,4,21,5,22,25
6693,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10368,8,55,12,6,19,30,4,25
6694,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10031,14,10,24,3,8,25,22,35
6695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4491,2,25,21,4,9,0,11,25
6696,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7229,3,0,15,5,17,45,20,45
6697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11401,7,55,3,3,10,20,18,15
6698,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3597,2,20,27,6,14,45,17,5
6699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7927,16,5,12,6,17,0,9,5
6700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4174,2,25,1,5,9,0,11,25
6701,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,10203,9,15,1,5,7,0,16,15
6702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8610,13,10,9,5,7,10,20,20
6703,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5769,2,55,12,6,15,15,18,10
6704,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5644,2,35,1,5,11,30,14,5
6705,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5769,3,0,3,6,7,10,10,10
6706,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7229,2,45,15,5,6,0,8,45
6707,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4226,4,0,9,6,6,20,10,20
6708,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4588,5,0,9,3,12,5,17,5
6709,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4995,1,30,21,5,10,20,11,50
6710,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5406,19,5,1,4,17,30,12,35
6711,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3873,2,30,24,6,17,10,19,40
6712,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17024,7,20,6,3,11,30,18,50
6713,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5158,4,30,9,6,8,45,13,15
6714,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8040,1,30,1,5,10,20,11,50
6715,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,10,35,18,5,5,45,16,20
6716,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4667,2,15,12,5,11,40,13,55
6717,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5678,1,30,3,4,19,35,21,5
6718,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,12513,14,35,12,5,5,50,20,25
6719,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8016,3,0,27,6,7,10,10,10
6720,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3543,2,20,1,6,17,45,20,5
6721,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5963,10,55,21,3,17,30,4,25
6722,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14781,7,55,18,5,8,25,16,20
6723,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12373,27,35,18,5,9,0,12,35
6724,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3210,1,30,1,6,19,35,21,5
6725,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9134,12,40,15,3,5,45,18,25
6726,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10919,13,50,6,6,14,35,4,25
6727,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4575,1,30,1,5,9,10,10,40
6728,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5601,3,15,15,6,5,35,8,50
6729,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14151,6,35,18,5,17,0,23,35
6730,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,10151,19,55,6,5,12,0,7,55
6731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5403,2,50,18,4,9,45,12,35
6732,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6147,5,45,27,5,2,0,7,45
6733,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4804,2,30,27,6,14,25,16,55
6734,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8371,10,20,27,3,8,55,19,15
6735,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13014,8,55,9,6,19,30,4,25
6736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383,2,50,24,5,4,55,7,45
6737,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7298,2,20,6,3,17,45,20,5
6738,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4544,3,0,3,4,7,10,10,10
6739,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15147,6,35,6,3,8,55,15,30
6740,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10782,15,0,9,3,4,45,19,45
6741,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6027,4,50,15,5,15,10,20,0
6742,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10919,13,50,6,6,14,35,4,25
6743,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6681,26,5,27,3,6,10,8,15
6744,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3943,2,50,24,6,23,30,2,20
6745,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12898,14,45,27,5,21,50,12,35
6746,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6628,6,55,6,6,18,35,1,30
6747,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5022,26,30,3,4,20,30,23,0
6748,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12698,24,30,3,6,7,10,7,40
6749,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10794,10,25,9,6,20,45,7,10
6750,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6416,9,35,9,6,11,25,21,0
6751,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4622,2,20,9,3,22,20,0,40
6752,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3943,2,50,27,5,13,0,15,50
6753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4508,2,30,6,6,19,55,22,25
6754,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8452,15,30,12,6,7,10,22,40
6755,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,13437,16,10,12,5,16,45,8,55
6756,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11982,2,20,18,5,17,45,20,5
6757,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,17,5,24,5,18,55,12,0
6758,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,15129,18,45,9,5,9,40,4,25
6759,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14714,5,0,27,6,14,0,19,0
6760,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6093,14,20,27,6,6,40,21,0
6761,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5307,8,25,6,4,4,55,13,20
6762,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10188,5,10,15,5,14,25,19,35
6763,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14571,12,15,6,6,20,0,8,15
6764,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10976,9,15,27,3,19,10,4,25
6765,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,9,50,24,5,6,30,16,20
6766,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4488,2,35,9,4,20,20,22,55
6767,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8582,20,15,24,5,23,0,19,15
6768,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10262,16,50,24,6,19,45,12,35
6769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8662,17,45,6,5,17,0,10,45
6770,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4777,2,45,24,3,6,0,8,45
6771,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2071,1,30,27,3,15,50,17,20
6772,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11087,16,20,12,3,22,55,15,15
6773,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5228,2,50,18,4,21,5,23,55
6774,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12996,9,50,1,4,6,30,16,20
6775,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16736,15,0,6,3,8,0,23,0
6776,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13941,15,10,1,5,18,55,10,5
6777,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9166,8,20,15,3,13,50,22,10
6778,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12677,25,35,3,3,5,15,6,50
6779,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4405,2,15,24,3,11,40,13,55
6780,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12121,14,0,6,5,9,35,23,35
6781,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6121,2,50,6,6,21,5,23,55
6782,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14388,24,55,18,5,8,25,9,20
6783,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,11467,14,30,1,4,20,25,10,55
6784,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13817,13,0,12,3,21,25,10,25
6785,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3100,1,15,6,5,19,30,20,45
6786,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8266,7,35,21,5,11,40,19,15
6787,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13759,27,40,24,3,19,45,23,25
6788,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3943,2,50,9,6,0,25,3,15
6789,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12327,7,20,27,3,18,15,1,35
6790,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4049,1,30,12,6,6,25,7,55
6791,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3573,2,55,1,6,21,10,0,5
6792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4409,2,30,15,5,19,55,22,25
6793,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6565,26,20,27,3,7,5,9,25
6794,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4174,2,40,15,4,21,25,0,5
6795,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4030,3,0,24,5,7,10,10,10
6796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4082,2,35,21,3,10,20,12,55
6797,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,6117,25,55,24,5,9,10,11,5
6798,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6163,6,30,21,3,5,50,12,20
6799,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6540,12,25,27,3,16,0,4,25
6800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4649,5,15,12,5,15,5,20,20
6801,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10262,21,10,9,6,21,50,19,0
6802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5613,2,45,6,4,19,30,22,15
6803,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6144,3,0,24,3,8,30,11,30
6804,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13067,29,5,12,5,17,0,22,5
6805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7608,2,55,3,3,21,10,0,5
6806,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7198,15,30,9,6,10,0,1,30
6807,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13941,7,5,15,5,16,30,23,35
6808,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10368,18,45,9,6,9,40,4,25
6809,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3543,2,15,27,6,8,20,10,35
6810,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4462,2,40,27,3,20,25,23,5
6811,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,8005,7,50,24,3,5,50,13,40
6812,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7064,27,40,1,4,18,55,22,35
6813,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12121,24,40,1,5,20,25,21,5
6814,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8918,7,15,9,5,12,0,19,15
6815,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8891,12,25,12,5,9,25,21,50
6816,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,10203,6,15,1,5,10,0,16,15
6817,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8073,8,0,15,5,13,0,21,0
6818,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11237,6,10,3,3,16,10,22,20
6819,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13376,21,40,12,6,6,45,4,25
6820,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6513,15,20,9,6,7,10,22,30
6821,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13731,9,45,24,5,18,55,4,40
6822,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7064,23,50,1,4,20,0,19,50
6823,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16736,13,25,6,3,5,45,19,10
6824,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8586,14,5,15,5,20,0,10,5
6825,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11789,13,0,15,6,6,0,19,0
6826,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5224,2,35,24,5,11,30,14,5
6827,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6834,3,15,15,5,21,5,0,20
6828,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6316,9,30,15,6,16,0,1,30
6829,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11869,32,5,21,3,10,45,18,50
6830,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4384,2,30,6,3,22,50,1,20
6831,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5644,2,30,21,4,14,25,16,55
6832,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,19681,23,0,9,3,20,15,19,15
6833,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13377,15,30,6,6,10,0,1,30
6834,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10090,11,35,9,3,9,45,21,20
6835,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,20845,23,0,6,3,17,50,16,50
6836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4878,2,35,24,6,17,0,19,35
6837,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2227,1,30,1,6,21,20,22,50
6838,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6442,8,35,18,5,7,35,16,10
6839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3257,2,55,27,5,21,10,0,5
6840,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7229,2,45,15,6,6,0,8,45
6841,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,15164,17,15,1,5,20,30,13,45
6842,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10067,2,50,24,3,10,10,13,0
6843,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5674,3,0,15,3,14,10,17,10
6844,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20800,20,20,1,3,14,5,10,25
6845,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7144,15,40,18,5,6,50,22,30
6846,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6094,2,50,27,5,5,10,8,0
6847,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4050,1,30,18,5,10,20,11,50
6848,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3859,2,15,24,6,9,45,12,0
6849,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11664,32,30,21,3,10,20,18,50
6850,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7731,14,10,6,3,7,10,21,20
6851,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12692,9,35,12,6,9,35,19,10
6852,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11307,20,10,18,5,13,15,9,25
6853,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8586,7,30,9,6,21,10,4,40
6854,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5746,4,5,21,3,11,20,15,25
6855,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13378,11,15,21,3,8,0,19,15
6856,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7486,2,45,24,3,17,0,19,45
6857,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7298,2,35,6,3,9,30,12,5
6858,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7005,9,20,12,6,11,40,21,0
6859,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4804,2,35,12,5,17,15,19,50
6860,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16162,8,10,9,3,4,45,12,55
6861,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3419,2,55,24,4,0,30,3,25
6862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5192,8,20,1,5,15,10,23,30
6863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4409,2,35,15,4,10,20,12,55
6864,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7229,3,0,18,4,8,20,11,20
6865,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5397,4,55,15,3,16,55,21,50
6866,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6542,5,0,15,4,14,0,19,0
6867,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5281,8,55,27,3,10,25,19,20
6868,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8266,6,25,6,6,12,50,19,15
6869,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10262,5,0,12,6,14,0,19,0
6870,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11105,24,5,24,3,20,20,20,25
6871,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4544,3,0,3,4,8,20,11,20
6872,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4960,2,30,6,3,14,15,16,45
6873,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16736,20,10,6,3,8,55,5,5
6874,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13377,15,30,1,6,10,0,1,30
6875,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2227,1,30,18,5,13,15,14,45
6876,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3100,1,20,15,3,6,20,7,40
6877,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3100,1,20,9,6,21,5,22,25
6878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3873,2,35,18,5,6,55,9,30
6879,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5232,1,30,3,3,20,5,21,35
6880,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3359,3,5,27,5,18,55,22,0
6881,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6144,2,55,24,3,7,10,10,5
6882,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7725,4,25,6,3,7,35,12,0
6883,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4441,2,50,24,3,21,5,23,55
6884,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10703,38,0,27,6,5,15,19,15
6885,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8529,12,55,12,6,21,10,10,5
6886,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14973,9,20,3,3,4,0,13,20
6887,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14571,11,25,24,5,8,25,19,50
6888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3257,2,55,3,6,21,10,0,5
6889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11087,6,5,18,3,16,55,23,0
6890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3873,2,35,1,4,6,55,9,30
6891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4423,2,50,15,4,9,30,12,20
6892,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11753,20,45,3,6,10,55,7,40
6893,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14571,7,5,24,5,16,30,23,35
6894,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8475,15,0,3,6,6,0,21,0
6895,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13941,14,5,1,5,20,0,10,5
6896,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16079,23,15,21,5,19,45,19,0
6897,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13399,14,50,6,3,4,0,18,50
6898,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9653,26,35,6,6,16,40,19,15
6899,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14714,9,0,6,6,10,0,19,0
6900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383,2,45,18,6,11,10,13,55
6901,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22270,18,10,1,3,14,5,8,15
6902,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5944,2,15,3,3,7,5,9,20
6903,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9663,13,20,12,5,18,55,8,15
6904,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7740,9,20,1,6,11,40,21,0
6905,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7211,26,45,1,4,20,30,23,15
6906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7229,3,5,1,4,18,55,22,0
6907,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4174,2,35,6,4,11,30,14,5
6908,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5170,2,30,15,3,14,15,16,45
6909,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15135,9,40,3,3,9,10,18,50
6910,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4649,5,15,9,4,15,5,20,20
